,Author,Books,Year Published,Pages
2470,Diane Robbins,Giver,1974,1690
2471,Kelly Franklin,Girl on the Train,1900,1498
2472,James Hill,Great Gatsby,1782,2881
2473,William Doyle,Dragon's Eye,1648,1291
2474,Daniel Craig,Curse of the Pharaohs,1928,2519
2475,Rita Powell,Beyond the Horizon,1883,4809
2476,Alberto Brown,Golden Compass,1887,2300
2477,Dana Huff,Emerald City,1943,2437
2478,Lauren Holland,Lovely Bones,1688,1614
2479,Gregory Gibbs,Dragon's Lair,1960,4602
2480,Tracey Walker,Heart of the Forest,1912,269
2481,Sandra Craig,Rising Sun,1765,1093
2482,Carole Kelly,Forbidden Forest,1784,1520
2483,Delores Brown,Queen's Gambit,1860,1384
2484,Virginia Jackson,Queen's Gambit,1950,2088
2485,Patricia Meyer,Fire Within,1573,2743
2486,Patrick Hall,Martian,1780,1823
2487,Kenneth May,Echoes of the Past,1581,795
2488,Bernard Brown,Queen's Necklace,1971,2342
2489,Dana Huff,Beneath the Silver Moon,2020,401
2490,Richard Freeman,Great Gatsby,1904,1778
2491,Jessie Bowman,Heart of the Forest,1948,2253
2492,Evelyn Smith,Last Voyage,1734,3017
2493,Linda Ward,Girl on the Train,1786,2849
2494,Ann Henderson,Blood of Our Fathers,1753,4595
2495,Paul Graham,Girl with the Sapphire Eyes,1950,579
2496,Howard Jenkins,Secrets We Keep,1793,757
2497,Carol Sullivan,Fault in Our Stars,1927,318
2498,Richard Garcia,Silence of the Lambs,1572,385
2499,Ann Henderson,Song of Ice and Fire,1807,939
2500,Evelyn Smith,Dance with Destiny,1886,2955
2501,Leah Manning,Rising Sun,1635,706
2502,William Doyle,Lighthouse Keeper,1971,3416
2503,Robert Barrett,Lord of the Rings,1777,2272
2504,Melissa Hall,Enchanted Castle,1819,3643
2505,John Thomas,River of Dreams,1628,2592
2506,Jacqueline Brown,Ruby Red Door,1986,2622
2507,Lisa Rios,Catcher in the Rye,1996,3452
2508,Beatrice Ortiz,Night Circus,1602,4020
2509,Sherry Bennett,Maze Runner,1630,2222
2510,Ella Harrison,Whispering Wind,1559,3096
2511,Charles Johnson,Twist of Fate,1853,4249
2512,Charles Johnson,Lighthouse Keeper,1721,1355
2513,Paul Graham,Curse of the Pharaohs,1543,1090
2514,Sherry Bennett,Da Vinci Code,1898,4269
2515,Wilma Jackson,Last Train Home,1658,3163
2516,Howard Jenkins,Cursed Castle,1691,310
2517,Janet Baldwin,Lost City of Atlantis,1683,402
2518,Jeffrey Williams,Shadows of the Night,1872,272
2519,William Ortiz,Art of Deception,1739,458
2520,Rosemary Lucas,Last Train Home,1767,4072
2521,Michael Patterson,Tears of a Clown,1969,4648
2522,Bernard Brown,Queen's Necklace,1569,3919
2523,Dana Huff,Mirror of Truth,1882,1323
2524,Kelly Franklin,Tears of the Moon,1558,3121
2525,John Thomas,Mirror of Truth,1811,1572
2526,Linda Ward,Giver,1679,3924
2527,Thomas Cain,Great Gatsby,1848,3022
2528,Ann Henderson,Beneath the Silver Moon,1658,1743
2529,Anthony Davis,Art of Deception,1714,1257
2530,Patricia Simpson,Emerald Isle,1878,2815
2531,Richard Freeman,Forbidden Forest,1974,2180
2532,Gary Johnson,Emerald Isle,1734,4371
2533,Ashley Doyle,Forgotten Realm,2023,1171
2534,Leonard Stevenson,Crown of Thorns,1753,4952
2535,Teresa Ray,Knight's Code,1552,528
2536,Anthony Davis,Giver,1738,2734
2537,Victoria Brown,Dragon's Eye,1697,702
2538,Maria Webb,Enchanted Castle,1776,373
2539,Erin Gonzales,Crystal Caves,1774,4662
2540,Rosemary Wright,Blood Red Rose,1966,586
2541,Erin Gonzales,Rising Sun,1968,417
2542,Derrick Brady,Enchanted Princess,1789,1318
2543,Thomas Simmons,Silver Lining,1563,3512
2544,William Hamilton,Alchemist,1680,4556
2545,Ernest Torres,Dark Tower,1886,1018
2546,Christine Miles,Queen's Necklace,1893,558
2547,Paul Graham,Dance with Destiny,1675,2666
2548,Leah Manning,Shades of Grey,1790,4039
2549,Timothy Griffin,Silver Lining,1613,1756
2550,Beatrice Ortiz,Song of Ice and Fire,1608,4708
2551,Tyrone Evans,Secret Key,1689,3234
2552,Wilma Jackson,Book Thief,1559,2069
2553,Juan Thompson,Lost City of Atlantis,1861,4172
2554,Leonard Stevenson,Whispers in the Dark,1644,4875
2555,Cindy Gilbert,Echoes of the Past,1980,4020
2556,Judy Rose,Martian,1909,3225
2557,Robert Barrett,Maze Runner,1779,2253
2558,Bernard Brown,Queen's Necklace,1865,4847
2559,Mary Abbott,Enchanted Princess,1833,4425
2560,Mary Abbott,Black Cat,1726,4688
2561,Ernest Torres,Knight's Code,1654,4286
2562,Laura Hernandez,Mists of Avalon,1759,3683
2563,John Ryan,Dragon's Lair,1504,3244
2564,Ella Harrison,Midnight Garden,1644,4427
2565,Wilma Jackson,Giver,1897,3400
2566,Ashley Doyle,Giver,1648,1211
2567,Jacqueline Brown,Help,1913,3885
2568,Randy Parker,Maze Runner,1551,1436
2569,Carole Kelly,Golden Child,1577,739
2570,Patrick Hall,Lord of the Rings,1542,1431
2571,Charles Johnson,Silence of the Lambs,1616,3922
2572,Erin Gonzales,Lighthouse Keeper,1844,4984
2573,James Hill,Beyond the Horizon,1554,2529
2574,Jessie Bowman,Curse of the Pharaohs,1546,4889
2575,Juan Thompson,Fault in Our Stars,1899,1236
2576,Hazel Greer,Dragon's Eye,1680,2798
2577,Tracey Walker,Enchanted Princess,1698,1517
2578,Carole Kelly,Girl on the Train,1564,2695
2579,Ernest Torres,Dark Tower,1552,1367
2580,Anthony Davis,Dragon's Lair,1787,3079
2581,William Doyle,Dark Tower,1973,1472
2582,Janet Baldwin,Secrets We Keep,1889,444
2583,Michael Martinez,Moonlit Path,1967,4823
2584,Paul White,Song of Achilles,1765,4564
2585,Paul White,Enigma of Love,1995,344
2586,Wendy Walton,Crown of Thorns,1790,4004
2587,Evelyn Smith,Wonders of the World,2017,4270
2588,Connie Howell,Silver Lining,1569,3165
2589,Carole Kelly,Dance with Destiny,1550,3688
2590,Janet Baldwin,Valley of Dreams,1589,2156
2591,Wilma Jackson,Clockwork Angel,1508,3677
2592,Ann Henderson,Twist of Fate,1772,2609
2593,Frances Rose,Silence of the Lambs,2016,3073
2594,Randy Parker,Lost Kingdom,1866,2465
2595,Delores Brown,Queen's Gambit,1928,1477
2596,Cindy Gilbert,Queen's Gambit,1718,2137
2597,Eric Davis,Heart of the Forest,1575,1618
2598,Richard Garcia,Echoes of the Past,1537,2729
2599,Helen Hernandez,Phantom of the Opera,1558,4681
2600,Albert Mills,Crown of Thorns,1743,1077
2601,Gary Johnson,Art of Deception,1787,3232
2602,Richard Freeman,Heart of the Forest,1949,4560
2603,Michael Patterson,Dance with Destiny,1777,3909
2604,William Ortiz,Whispers in the Dark,1688,1419
2605,Evelyn Smith,Crystal Caves,1719,4498
2606,Anthony Davis,Whispers in the Dark,2021,754
2607,Patricia Meyer,Blood of Our Fathers,1797,1966
2608,Emily Moore,Alchemist,1938,3461
2609,Randy Parker,Dark Tower,1861,3333
2610,Rita Powell,Witch of Blackbird Pond,1881,2022
2611,Janet Baldwin,Wonders of the World,1929,4103
2612,Hazel Greer,Edge of Tomorrow,1855,3137
2613,Rita Powell,Witching Hour,1680,4373
2614,Lauren Holland,Fire Within,1940,2117
2615,Eric Davis,Warrior's Heart,1887,1830
2616,Eva Wright,Island of Secrets,1792,1262
2617,Emily Moore,Night Circus,1809,1668
2618,Kelly Franklin,Knight's Code,1578,1959
2619,William Ortiz,Edge of Tomorrow,1534,1279
2620,Paul White,Lovely Bones,1996,3427
2621,Thomas Cain,Echoes of the Past,1675,1934
2622,Leah Manning,Dragon's Lair,1972,1585
2623,Delores Brown,Enchanted Princess,2023,4250
2624,Bernard Brown,Time Traveler's Wife,1911,256
2625,Eric Davis,Secret Society,1560,2629
2626,Teresa Ray,Shadows of the Night,1972,2247
2627,Daniel Craig,Secrets We Keep,1776,1711
2628,Albert Mills,Secret Society,1978,943
2629,Bernard Brown,Girl with the Dragon Tattoo,1821,4360
2630,James Ross,Dark Tower,1937,3743
2631,Teresa Ray,Emerald Isle,1882,1447
2632,Derrick Brady,Dragon's Eye,1584,1767
2633,Paul Graham,Mirror of Truth,1930,1397
2634,Leonard Stevenson,Girl with the Sapphire Eyes,1861,2595
2635,Albert Mills,Curse of the Pharaohs,2012,4171
2636,Ashley Doyle,Secret Society,1616,4726
2637,Evelyn Smith,River of Dreams,1842,3646
2638,Kelly Franklin,Blood Red Rose,1802,1283
2639,Jeffrey Williams,Dragon's Eye,1732,4233
2640,Kimberly Medina,Road,2000,2708
2641,Ann Henderson,Witch of Blackbird Pond,1948,2396
2642,Megan Knight,Fault in Our Stars,1650,4625
2643,Ernest Torres,Blood Red Rose,1754,1477
2644,William Doyle,Silent Forest,1889,4119
2645,Randy Parker,Dragon's Lair,1905,1015
2646,Ann Henderson,Shadow of the Moon,1585,1792
2647,Beatrice Ortiz,Enchanted Princess,1594,314
2648,Michael Patterson,Blood Red Rose,1601,1845
2649,Delores Brown,Silence of the Lambs,1688,1361
2650,Rosemary Lucas,Echoes of the Past,1729,1602
2651,Melissa Hall,Shadows of the Night,1685,2798
2652,James Ross,Silent Forest,1759,2468
2653,Mary Graham,Silence of the Lambs,1963,773
2654,Wendy Walton,Help,1976,1105
2655,Mary Abbott,Witching Hour,1706,601
2656,Jeffrey Williams,Enigma of Love,1785,4537
2657,Anthony Davis,Tears of a Clown,2009,4680
2658,Jeffrey Williams,Song of Achilles,1859,4086
2659,Tracey Walker,Secrets We Keep,1902,1027
2660,Judy Rose,Silver Lining,1910,681
2661,Frances Rose,Wonders of the World,1660,4270
2662,Juan Thompson,Great Gatsby,1739,2420
2663,Megan Knight,Dark Tower,1864,690
2664,Sherry Bennett,Girl with the Dragon Tattoo,1539,106
2665,Wayne Morrison,Whispers in the Dark,1700,2700
2666,Victoria Brown,Dark Tower,1579,4299
2667,Wayne Morrison,Night Circus,1585,801
2668,Michael Martinez,Blood of Our Fathers,1997,3604
2669,Patricia Meyer,Mirror of Truth,1792,4472
2670,Emily Moore,Martian,1930,1495
2671,Robert Evans,Alchemist,1657,4472
2672,Melissa Hall,Shades of Grey,1945,2498
2673,Edward May,Queen's Necklace,1944,3507
2674,William Doyle,Girl with the Sapphire Eyes,1629,3219
2675,Wayne Morrison,Whispering Wind,2000,2646
2676,Robert Barrett,Mirror of Truth,1545,1187
2677,Timothy Griffin,Enigma of Love,1515,540
2678,Helen Hernandez,Song of Ice and Fire,1745,628
2679,Kimberly Medina,Silent Forest,1858,3098
2680,Erin Gonzales,Enchanted Princess,2000,2818
2681,Ella Harrison,Dance with Destiny,1567,4460
2682,Frances Rose,Last Voyage,1996,1305
2683,Sandra Craig,Midnight Serenade,1615,1604
2684,Juan Thompson,Rising Sun,1919,167
2685,Melissa Hall,Road,1971,4620
2686,Ernest Torres,Pirate's Treasure,1556,1238
2687,Patrick Hall,Knight's Code,1755,3097
2688,Jeffrey Bowers,Secret Key,1539,4277
2689,Janet Baldwin,Secret Garden,1610,530
2690,Diana Terry,Secret Garden,1657,1313
2691,Ella Harrison,Lighthouse Keeper,1817,1491
2692,Paul White,Witching Hour,1736,1602
2693,Kevin Ellis,Island of Secrets,1818,4939
2694,Juan Thompson,Crown of Thorns,1638,4453
2695,Alberto Brown,Knight's Code,1994,1407
2696,Connie Howell,Help,1959,838
2697,Michelle Wis,Tears of a Clown,1846,985
2698,Judy Rose,White Queen,1631,1624
2699,Paul Graham,Last Voyage,1580,576
2700,James Hill,Hunger Games,1510,1531
2701,Victoria Brown,Dance with Destiny,1664,433
2702,James Ross,Forgotten Realm,1540,4973
2703,Robert Evans,Curse of the Pharaohs,1884,4629
2704,Michelle Wis,Book of Miracles,1782,4788
2705,Rosemary Lucas,Song of Ice and Fire,1986,459
2706,Robert Barrett,Silence of the Lambs,1838,1267
2707,Diane Robbins,Enigma of Love,1873,1887
2708,Ernest Torres,Moonlit Path,1554,1978
2709,James Ross,Golden Child,1523,2993
2710,Patricia Meyer,White Queen,1850,472
2711,Rita Powell,Help,1852,3784
2712,Evelyn Smith,Glass Castle,2000,2956
2713,Charles Johnson,Dance with Destiny,1772,119
2714,Anthony Lee,Queen's Gambit,1805,2393
2715,Lydia Martinez,Blood of Our Fathers,1799,440
2716,Emily Moore,Blood Red Rose,2009,2104
2717,Linda Ward,Dragon's Roar,1522,845
2718,Sherry Bennett,Shades of Grey,1961,1703
2719,Eva Wright,Mirror of Truth,1628,3828
2720,William Hamilton,Alchemist,1976,4054
2721,Eric Davis,Song of Ice and Fire,1872,2589
2722,Thomas Simmons,Crown of Thorns,1795,3294
2723,Kelly Franklin,Witching Hour,1607,1961
2724,Deanna Owens,Song of Achilles,1695,4965
2725,Juan Thompson,Secret Society,1527,2970
2726,Edward May,Help,1892,2514
2727,Derrick Brady,Shadow of the Moon,1936,4333
2728,Lisa Rios,Golden Child,1750,3291
2729,Gregory Gibbs,Emerald Isle,1843,4223
2730,John Ryan,Crown of Thorns,1875,4000
2731,Anthony Davis,Queen's Necklace,1959,3012
2732,William Hamilton,Mask of Deception,1595,3874
2733,James Ross,Edge of Tomorrow,1687,2068
2734,Hazel Greer,Fire Within,1912,1320
2735,Sandra Craig,Da Vinci Code,1912,3182
2736,Janet Baldwin,Blood of Our Fathers,1893,1891
2737,Victoria Brown,Valley of Dreams,1777,2912
2738,Leonard Stevenson,Blood of Our Fathers,1506,1999
2739,Randy Parker,Moonlit Path,1582,4337
2740,Paul White,Silver Lining,1783,1599
2741,Gregory Gibbs,Shadow of the Moon,1651,4179
2742,Ella Harrison,Witching Hour,1907,2681
2743,Bernard Brown,Midnight Serenade,1661,513
2744,Robert Evans,Road,1963,3876
2745,Juan Thompson,River of Dreams,1967,746
2746,Judy Rose,Girl with the Sapphire Eyes,1871,733
2747,Lisa Rios,Art of Deception,1717,3441
2748,Teresa Ray,Shadows of the Night,1722,3636
2749,Cindy Gilbert,Maze Runner,1920,2538
2750,Kenneth May,Whispering Wind,1967,1785
2751,Michael Smith,Shac,1791,2488
2752,Frances Rose,Witch of Blackbird Pond,1514,1393
2753,Maria Webb,Midnight Garden,1617,1954
2754,Jeffrey Williams,Lord of the Rings,1727,992
2755,Charles Johnson,Mask of Deception,1858,2487
2756,Michelle Johnson,Shadow of the Moon,1794,3138
2757,Leah Manning,Moonlit Path,1836,258
2758,Anthony Davis,Wonders of the World,1543,1104
2759,Thomas Cain,Enchanted Castle,1708,281
2760,Edward May,Giver,1837,1646
2761,William Ortiz,White Queen,1795,4768
2762,Victoria Brown,Secret Key,1854,745
2763,Beatrice Ortiz,Girl with the Sapphire Eyes,1769,2090
2764,Alberto Brown,Clockwork Angel,1881,3378
2765,Sherry Bennett,Edge of Tomorrow,1514,450
2766,Mary Abbott,Dark Tower,1523,500
2767,Barbara Farmer,Martian,1760,925
2768,Patricia Meyer,Last Voyage,1956,4911
2769,Laura Hernandez,Secret Life of Bees,1832,4210
2770,Timothy Griffin,River of Dreams,1567,1725
2771,Megan Knight,Catcher in the Rye,1559,1952
2772,Delores Brown,Secrets We Keep,1912,2315
2773,Eva Wright,Art of Deception,1729,1088
2774,Eric Davis,Girl on the Train,1943,1201
2775,Kenneth May,Last Train Home,1532,4534
2776,Michelle Johnson,Hunger Games,1614,3475
2777,Victoria Brown,Song of Ice and Fire,1927,927
2778,Kelly Franklin,Midnight Garden,1573,4580
2779,Daniel Craig,Tears of the Moon,1871,1480
2780,Kenneth May,Dragon's Roar,1829,4646
2781,Anthony Davis,Secret Life of Bees,1925,1145
2782,Bernard Brown,Crystal Caves,1974,3407
2783,Michael Patterson,Sands of Time,1806,1222
2784,Cindy Gilbert,Lovely Bones,1709,3190
2785,Michelle Wis,White Queen,1839,4034
2786,Lydia Martinez,Book Thief,1969,1819
2787,Edward May,Clockwork Angel,1690,1485
2788,Kenneth May,Blood of Our Fathers,1659,1236
2789,Cindy Gilbert,Girl with the Sapphire Eyes,2000,2197
2790,Barbara Farmer,Handmaid's Tale,1623,4301
2791,Eva Wright,Silence of the Lambs,1957,4921
2792,Eric Davis,Last Train Home,1693,4160
2793,Victor Davis,Sands of Time,1737,1675
2794,Richard Freeman,Golden Compass,1886,4023
2795,Victoria Brown,Black Cat,1963,1313
2796,Sherry Bennett,Lord of the Rings,1628,535
2797,Howard Jenkins,White Queen,1555,3012
2798,Maria Webb,Secret Society,1699,4717
2799,John Ryan,Rising Sun,1956,2601
2800,Beatrice Ortiz,Song of Ice and Fire,1773,1474
2801,Connie Howell,Lord of the Rings,1508,2022
2802,Kevin Ellis,Lovely Bones,1773,2273
2803,Michelle Wis,Art of Deception,1630,2816
2804,James Hill,Shadows of the Night,1725,2110
2805,Mary Abbott,Secret Life of Bees,1500,1826
2806,Dana Huff,Crystal Caves,1536,1835
2807,Frances Rose,Dragon's Roar,1910,4436
2808,John Ryan,Fault in Our Stars,1937,2052
2809,Anthony Lee,Curse of the Pharaohs,1564,4891
2810,Laura Hernandez,Forbidden Forest,1696,2159
2811,William Hamilton,Midnight Garden,1992,4540
2812,Victoria Brown,Beneath the Silver Moon,2012,649
2813,Wendy Walton,Rising Sun,1852,4537
2814,Lisa Rios,Handmaid's Tale,1543,780
2815,Randy Parker,Forbidden Forest,1701,2630
2816,Judy Rose,Book of Miracles,1601,276
2817,Delores Brown,River of Dreams,1946,4473
2818,Gary Johnson,Forgotten Realm,1863,414
2819,Leonard Stevenson,Catcher in the Rye,2012,986
2820,Jeffrey Williams,Dragon's Roar,1990,1556
2821,Christine Miles,Secret Garden,1529,3055
2822,Teresa Ray,Pirate's Treasure,1712,2586
2823,Frances Rose,River of Dreams,2015,710
2824,Wayne Morrison,Song of Achilles,1819,4653
2825,Anthony Lee,Warrior's Heart,1801,4931
2826,Randy Parker,Help,1658,3081
2827,Kelly Franklin,Dance with Destiny,1618,3380
2828,Frances Rose,Tears of the Moon,1855,2371
2829,Thomas Cain,Midnight Garden,1547,3024
2830,Thomas Simmons,Time Traveler's Wife,1577,4380
2831,James Hill,Fire Within,1551,4749
2832,Juan Thompson,Whispering Wind,1585,2406
2833,Thomas Simmons,Shac,1902,2275
2834,Judy Rose,Help,1898,3209
2835,Linda Ward,Dance with Destiny,1810,1360
2836,Leah Manning,Time Traveler's Wife,1722,718
2837,James Hill,Silver Lining,1524,4280
2838,Connie Howell,Time Traveler's Wife,1766,4354
2839,William Hamilton,Lost Kingdom,1646,705
2840,Albert Mills,Song of Ice and Fire,1833,1722
2841,Daniel Craig,Edge of Tomorrow,1551,2505
2842,Michael Martinez,Edge of Tomorrow,1814,2443
2843,Gary Johnson,Beneath the Silver Moon,1858,3633
2844,Eva Wright,Midnight Garden,1849,4378
2845,Wayne Morrison,Lovely Bones,1603,871
2846,Gary Johnson,Secrets We Keep,1817,1858
2847,Maria Webb,Lord of the Rings,1970,3709
2848,Ernest Torres,Silence of the Lambs,1589,4392
2849,Bernard Brown,Last Voyage,1710,509
2850,Paul Graham,Tears of a Clown,1621,1700
2851,Kenneth May,Martian,1969,2043
2852,Leonard Stevenson,Twist of Fate,1969,4353
2853,Timothy Griffin,Golden Child,1858,843
2854,Paul White,Wonders of the World,1644,1091
2855,Christine Miles,Glass Castle,1847,2236
2856,Erin Gonzales,Heart of the Forest,1789,2235
2857,Diana Terry,Shadow of the Moon,1751,3065
2858,Connie Howell,Edge of Tomorrow,1999,4879
2859,Michael Smith,Last Voyage,1825,207
2860,Paul White,Warrior's Heart,1502,4562
2861,Jeffrey Williams,Time Traveler's Wife,1801,4458
2862,Judy Rose,Silver Lining,1566,2784
2863,Robert Barrett,Glass Castle,1626,4099
2864,Diane Robbins,Shac,1977,1487
2865,Richard Garcia,Rising Sun,1560,3279
2866,Albert Mills,Art of Deception,1958,2929
2867,Howard Jenkins,Lovely Bones,1739,1401
2868,Diana Terry,Heart of the Forest,1939,4488
2869,Wayne Morrison,Echoes of the Past,1588,1116
2870,Carole Kelly,Shadow of the Moon,1632,248
2871,Ann Henderson,Cursed Castle,1963,4102
2872,Ella Harrison,Girl with the Dragon Tattoo,1980,2257
2873,William Hamilton,Crystal Caves,1620,410
2874,Emily Moore,Enigma of Love,1598,3461
2875,Ted Smith,Secret Life of Bees,1759,4199
2876,Michael Smith,Dragon's Lair,1740,4370
2877,Ann Henderson,Glass Castle,1891,2829
2878,Thomas Cain,Twist of Fate,1846,4435
2879,Tyrone Evans,Knight's Code,1962,4713
2880,Paul White,Maze Runner,1626,1519
2881,Ashley Doyle,Kite Runner,1535,3508
2882,James Ross,Warrior's Heart,1828,1235
2883,Judy Rose,Twist of Fate,1992,3201
2884,Victoria Brown,Beneath the Silver Moon,1758,3619
2885,Anthony Davis,Great Gatsby,1825,146
2886,Lydia Martinez,River of Dreams,1675,1802
2887,Robert Evans,Secret Garden,2021,615
2888,Janet Baldwin,Tears of a Clown,1815,4115
2889,Wendy Walton,Silence of the Lambs,1914,852
2890,Leah Manning,Mists of Avalon,1794,2978
2891,John Thomas,Dark Tower,1970,3464
2892,Lydia Martinez,Shadow of the Moon,1525,159
2893,Thomas Cain,Last Voyage,1907,1792
2894,Judy Rose,Girl on the Train,1812,4485
2895,Kenneth May,Time Traveler's Wife,1702,749
2896,Michael Martinez,Shac,1599,2627
2897,Lydia Martinez,Fire Within,1697,4252
2898,Diane Robbins,Secrets We Keep,1881,3537
2899,Laura Hernandez,Girl on the Train,1869,3892
2900,Jeffrey Bowers,Lord of the Rings,2007,4064
2901,Frances Rose,Blood of Our Fathers,1790,2566
2902,Richard Freeman,Hunger Games,1684,4782
2903,Kenneth May,Echoes of the Past,1911,524
2904,Randy Parker,Silence of the Lambs,1545,1953
2905,Carole Kelly,Girl on the Train,1829,431
2906,Teresa Ray,Silence of the Lambs,1998,3222
2907,Mary Abbott,Dragon's Lair,1956,2261
2908,Diana Terry,Forbidden Forest,1681,4261
2909,Frances Rose,Silence of the Lambs,1715,4973
2910,Jeffrey Williams,Secret Society,1697,3733
2911,James Hill,Glass Castle,1510,4560
2912,Maria Webb,Tears of the Moon,1894,1689
2913,Bernard Brown,Moonlit Path,1512,3798
2914,James Hill,Girl with the Sapphire Eyes,1650,984
2915,Lauren Holland,Midnight Garden,1554,4206
2916,Juan Thompson,Blood of Our Fathers,1951,1363
2917,Rita Powell,Lost City of Atlantis,1629,4004
2918,Diane Robbins,Tears of the Moon,1578,2720
2919,Gregory Gibbs,Tears of the Moon,1752,3799
2920,Patrick Hall,Queen's Gambit,1954,2415
2921,Cindy Gilbert,Martian,1505,4112
2922,William Doyle,Dragon's Roar,1575,1254
2923,Victor Davis,Shadows of the Night,1542,2540
2924,Paul Graham,Midnight Serenade,1857,3081
2925,Dana Huff,Great Gatsby,1909,3903
2926,Lisa Rios,Lost City of Atlantis,1728,3472
2927,Bernard Brown,White Queen,1841,634
2928,Lauren Holland,Secret Key,1881,3045
2929,Diane Robbins,Hunger Games,1943,109
2930,Jacqueline Brown,River of Dreams,1560,662
2931,Charles Johnson,Night Circus,1772,4823
2932,Delores Brown,Enigma of Love,1656,3130
2933,Delores Brown,Hunger Games,1549,286
2934,Rosemary Wright,Dark Tower,1997,4878
2935,Helen Hernandez,Cursed Castle,1689,965
2936,Jacqueline Brown,Girl with the Sapphire Eyes,1963,841
2937,Ted Smith,Dance with Destiny,1551,522
2938,Gregory Gibbs,Help,1703,2985
2939,Paul Graham,Great Gatsby,1691,4214
2940,Michelle Wis,Forgotten Realm,1825,1961
2941,Michelle Johnson,Shadow of the Moon,1926,4762
2942,Helen Hernandez,Road,1853,2332
2943,Dana Huff,Dragon's Roar,1710,2297
2944,Eric Davis,Cursed Castle,1557,3930
2945,Evelyn Smith,Giver,1655,3959
2946,Bernard Brown,Secret Key,2010,2131
2947,Erin Gonzales,Tears of the Moon,1833,534
2948,Linda Ward,Dragon's Eye,1988,3744
2949,Melissa Hall,Tears of a Clown,1748,3346
2950,Janet Baldwin,Last Voyage,1671,2302
2951,Kelly Franklin,Martian,1788,2572
2952,Alberto Brown,Emerald Isle,2007,3116
2953,Ann Henderson,Song of Ice and Fire,1946,4891
2954,Maria Webb,Lost Kingdom,1790,3276
2955,Delores Brown,Shadows of the Night,1841,4771
2956,Bernard Brown,Midnight Serenade,1738,3858
2957,Ashley Doyle,Dragon's Lair,1860,2355
2958,Sandra Craig,Kite Runner,1583,1481
2959,Victor Davis,Echoes of the Past,1763,464
2960,Tyrone Evans,Witch of Blackbird Pond,1676,3174
2961,Diana Terry,Crystal Caves,1958,429
2962,Laura Hernandez,Road,1522,1249
2963,Laura Hernandez,Wonders of the World,1752,921
2964,Mary Abbott,Witching Hour,1757,4083
2965,Bernard Brown,Echoes of the Past,1621,3406
2966,Richard Garcia,Dance with Destiny,1738,4936
2967,Melissa Hall,Lost Kingdom,1986,3018
2968,Wendy Walton,Handmaid's Tale,1561,1159
2969,Frances Rose,Whispers in the Dark,1566,3539
2970,John Thomas,Midnight Serenade,1720,3866
2971,Jeffrey Bowers,Crystal Caves,1687,1699
2972,Leah Manning,Da Vinci Code,1704,693
2973,James Ross,White Queen,1582,2465
2974,John Ryan,Edge of Tomorrow,1959,2410
2975,William Hamilton,Da Vinci Code,1514,1757
2976,Rosemary Wright,Emerald City,1703,3717
2977,Sherry Bennett,Crown of Thorns,1776,2047
2978,Paul White,Witching Hour,1679,1191
2979,Albert Mills,Whispers in the Dark,1867,2894
2980,Sandra Craig,Midnight Serenade,1566,3396
2981,Ernest Torres,Girl on the Train,1627,3513
2982,Richard Garcia,Secret Key,1716,3582
2983,Victor Davis,Kite Runner,1779,3291
2984,Charles Johnson,Curse of the Pharaohs,1711,3275
2985,Patrick Hall,Crown of Thorns,1630,1787
2986,Tracey Walker,Golden Compass,1813,4726
2987,John Thomas,Queen's Gambit,1552,4305
2988,Diane Robbins,Moonlit Path,1897,1553
2989,Gregory Gibbs,Warrior's Heart,1661,3175
2990,Jacqueline Brown,Tears of the Moon,1945,689
2991,Leonard Stevenson,Lost City of Atlantis,1943,3435
2992,Laura Hernandez,Rising Sun,1739,4899
2993,Michelle Wis,Beneath the Silver Moon,2008,3549
2994,Eric Davis,Emerald Isle,1702,2482
2995,Linda Ward,Golden Compass,1818,1122
2996,Albert Mills,Forgotten Realm,1950,1253
2997,Nancy Horton,Midnight Garden,1738,207
2998,Diane Robbins,Crown of Thorns,1687,3622
2999,Kelly Franklin,Pirate's Treasure,1620,3985
3000,Erin Gonzales,Ruby Red Door,1646,1744
3001,Howard Jenkins,Book Thief,1733,661
3002,Gregory Gibbs,Black Cat,1882,3260
3003,Charles Johnson,Maze Runner,1674,2247
3004,Jessie Bowman,Song of Achilles,1811,2827
3005,Linda Ward,Great Gatsby,1794,1213
3006,Connie Howell,Valley of Dreams,1601,342
3007,Emily Moore,Moonlit Path,2022,843
3008,Thomas Cain,Twist of Fate,1979,1039
3009,Cindy Gilbert,Sands of Time,1887,4670
3010,Wendy Walton,Secret Key,1722,3045
3011,Mary Graham,Curse of the Pharaohs,1965,4434
3012,James Hill,Silver Lining,1990,3788
3013,Paul Graham,Beneath the Silver Moon,1769,4975
3014,Albert Mills,Glass Castle,2001,1688
3015,Gregory Gibbs,Beneath the Silver Moon,1584,3005
3016,Robert Evans,Ruby Red Door,1932,282
3017,Melissa Hall,Mask of Deception,1614,3762
3018,Paul Graham,Book of Miracles,1814,4062
3019,Mary Abbott,Lost Kingdom,1629,1848
3020,Ted Smith,Queen's Necklace,1643,827
3021,Bernard Brown,Catcher in the Rye,1671,4672
3022,Diana Terry,Beneath the Silver Moon,1930,943
3023,Randy Parker,Handmaid's Tale,1806,1364
3024,Michael Smith,Mask of Deception,1826,4195
3025,Patricia Meyer,Fault in Our Stars,1932,3964
3026,Patrick Hall,Fault in Our Stars,1686,3135
