,Author,Books,Year Published,Pages
20309,Hazel Greer,Girl with the Dragon Tattoo,1819,1562
20310,Michael Patterson,Shac,1608,316
20311,John Thomas,Catcher in the Rye,1596,1026
20312,Erin Gonzales,Golden Child,1817,2696
20313,Richard Garcia,Song of Ice and Fire,1776,3964
20314,Wayne Morrison,Edge of Tomorrow,1867,2408
20315,Charles Johnson,Alchemist,1924,4486
20316,Robert Evans,Rising Sun,1644,1001
20317,Tyrone Evans,Forgotten Realm,1870,1392
20318,Dana Huff,Beneath the Silver Moon,1742,3264
20319,Nancy Horton,Secret Life of Bees,1679,257
20320,Ella Harrison,Night Circus,1852,2477
20321,Michael Martinez,Enigma of Love,1714,4647
20322,James Ross,Last Train Home,1914,4177
20323,Tracey Walker,Song of Achilles,1619,3949
20324,Beatrice Ortiz,Last Voyage,1795,834
20325,Frances Rose,Song of Ice and Fire,1643,552
20326,Patricia Simpson,Island of Secrets,1776,2906
20327,Melissa Hall,Emerald City,1665,2554
20328,Beatrice Ortiz,Wonders of the World,2002,3035
20329,Edward May,Shades of Grey,1742,1002
20330,Megan Knight,Mists of Avalon,1796,1444
20331,Tyrone Evans,Tears of a Clown,1687,4203
20332,Jessie Bowman,Knight's Code,1773,3826
20333,Victoria Brown,Time Traveler's Wife,1887,2750
20334,William Doyle,Kite Runner,1549,1540
20335,Diane Robbins,Sands of Time,1897,2828
20336,Robert Barrett,Queen's Gambit,1871,839
20337,Carol Sullivan,Silence of the Lambs,1596,2797
20338,Sherry Bennett,Handmaid's Tale,1590,3416
20339,Kenneth May,Shadows of the Night,2000,3211
20340,Helen Hernandez,Catcher in the Rye,1870,3914
20341,Alberto Brown,Night Circus,1874,3830
20342,William Hamilton,Blood of Our Fathers,1502,4115
20343,Leah Manning,Giver,1705,2825
20344,Cindy Gilbert,Enchanted Castle,1662,4870
20345,Lauren Holland,Fault in Our Stars,1869,887
20346,Nancy Horton,Midnight Serenade,1884,290
20347,Maria Webb,River of Dreams,1508,3901
20348,Mary Abbott,Girl on the Train,1738,2884
20349,William Ortiz,Secret Society,1862,2774
20350,Erin Gonzales,Da Vinci Code,1608,3421
20351,Lydia Martinez,Emerald City,1708,4335
20352,Edward May,Girl on the Train,1959,3230
20353,Sherry Bennett,Last Train Home,1728,2553
20354,Rita Powell,Golden Child,1903,955
20355,Albert Mills,Lost City of Atlantis,1961,4072
20356,Wilma Jackson,Edge of Tomorrow,1801,4214
20357,Kelly Franklin,Midnight Carnival,1904,1119
20358,Sandra Craig,Glass Castle,1779,2496
20359,Evelyn Smith,Secret Society,1667,1284
20360,Anthony Lee,Road,1828,286
20361,Kimberly Medina,Blood Red Rose,1711,4844
20362,Bernard Brown,Moonlit Path,1729,935
20363,Mary Abbott,Time Traveler's Wife,1809,4511
20364,Charles Johnson,Forbidden Forest,1925,1077
20365,Helen Hernandez,Da Vinci Code,1686,4555
20366,Lauren Holland,Enchanted Castle,1839,701
20367,Christine Miles,Song of Achilles,1508,1516
20368,Frances Rose,Help,1891,819
20369,Wayne Morrison,Silent Forest,1809,427
20370,Michael Patterson,Shadows of the Night,1651,4565
20371,Richard Garcia,Girl with the Dragon Tattoo,1924,3543
20372,Rosemary Wright,Forgotten Realm,1571,4214
20373,Deanna Owens,River of Dreams,1806,4481
20374,Janet Baldwin,Lighthouse Keeper,1610,2036
20375,Virginia Jackson,Shadow of the Moon,1599,1301
20376,Laura Hernandez,Lovely Bones,1634,4454
20377,Rosemary Lucas,Cursed Castle,1638,2524
20378,Evelyn Smith,Twist of Fate,1537,3992
20379,Michael Martinez,Silence of the Lambs,1752,1862
20380,Beatrice Ortiz,Silver Lining,1539,4837
20381,Victoria Brown,Mists of Avalon,1540,1712
20382,Sherry Bennett,Night Circus,1690,265
20383,Ashley Doyle,Forgotten Realm,1513,1878
20384,Emily Moore,Art of Deception,1684,2371
20385,Evelyn Smith,Song of Achilles,1836,4451
20386,Linda Ward,Crystal Caves,1502,2621
20387,Derrick Brady,Heart of the Forest,1777,2359
20388,Eva Wright,Book of Miracles,1599,4023
20389,Linda Ward,Girl with the Sapphire Eyes,2017,4443
20390,Helen Hernandez,Moonlit Path,1833,3202
20391,Rita Powell,Shadows of the Night,1622,1781
20392,Leonard Stevenson,Midnight Serenade,1642,1534
20393,Teresa Ray,Edge of Tomorrow,1713,1393
20394,Rosemary Wright,Secret Key,1847,3868
20395,Gregory Gibbs,Heart of the Forest,1624,1645
20396,Delores Brown,Secret Life of Bees,1712,4190
20397,William Doyle,Silence of the Lambs,1687,335
20398,Rosemary Wright,Crystal Caves,1895,1185
20399,Wendy Walton,Catcher in the Rye,1505,1027
20400,Kelly Franklin,Emerald Isle,1573,4176
20401,Robert Barrett,Dragon's Lair,1582,3632
20402,Michael Martinez,Song of Achilles,1775,714
20403,Dana Huff,Silence of the Lambs,2007,2183
20404,Eric Davis,Giver,1656,3261
20405,Michelle Wis,Secret Key,1612,4528
20406,Lydia Martinez,Crown of Thorns,1779,4937
20407,Anthony Lee,Silent Forest,1854,714
20408,Wilma Jackson,Midnight Garden,1977,2220
20409,Leonard Stevenson,Hunger Games,1623,1703
20410,John Thomas,Tears of the Moon,1892,1606
20411,Diana Terry,Lighthouse Keeper,1802,2632
20412,Gregory Gibbs,Mists of Avalon,1594,3531
20413,Michael Smith,Whispering Wind,1791,3267
20414,Kevin Ellis,Queen's Gambit,1718,3010
20415,Diane Robbins,Fault in Our Stars,1767,3195
20416,Kenneth May,Emerald Isle,1716,4956
20417,Wayne Morrison,Road,1845,4439
20418,Ann Henderson,Road,1708,1154
20419,Timothy Griffin,Song of Ice and Fire,1962,4138
20420,Patricia Simpson,Shades of Grey,1592,3659
20421,Paul White,Fault in Our Stars,1740,1881
20422,Ella Harrison,Secret Life of Bees,1977,3057
20423,Robert Evans,Hunger Games,1913,2576
20424,Carole Kelly,Midnight Carnival,1524,2100
20425,Michael Martinez,Road,1674,1150
20426,Bernard Brown,Song of Ice and Fire,1991,254
20427,Delores Brown,Maze Runner,1523,1845
20428,Kelly Franklin,Queen's Necklace,1643,4890
20429,Leah Manning,Beyond the Horizon,1952,4243
20430,James Hill,Girl on the Train,1933,1983
20431,Jacqueline Brown,Silent Forest,1875,135
20432,Delores Brown,Kite Runner,1866,1781
20433,Jessie Bowman,Black Cat,1845,425
20434,Delores Brown,Lovely Bones,1934,1210
20435,Kimberly Medina,Crystal Caves,1906,4356
20436,Judy Rose,Fault in Our Stars,1570,177
20437,Erin Gonzales,Queen's Necklace,1638,1114
20438,Rosemary Wright,Lost City of Atlantis,1724,2710
20439,Michael Martinez,Mists of Avalon,1668,1207
20440,Diane Robbins,Dark Tower,1818,736
20441,Mary Abbott,Lost Kingdom,1709,4850
20442,Richard Garcia,Mirror of Truth,1827,1334
20443,Ann Henderson,River of Dreams,1932,3500
20444,Frances Rose,Dragon's Eye,1518,2143
20445,Robert Barrett,Heart of the Forest,1603,2806
20446,Diana Terry,Witch of Blackbird Pond,1636,1889
20447,Michael Smith,Blood of Our Fathers,1919,4679
20448,Timothy Griffin,Secret Society,1760,1558
20449,Anthony Davis,Curse of the Pharaohs,1734,1626
20450,Michael Patterson,Wonders of the World,1722,4485
20451,Judy Rose,Mirror of Truth,2015,323
20452,Mary Abbott,Giver,1954,4000
20453,Nancy Horton,Beneath the Silver Moon,2001,344
20454,Megan Knight,Knight's Code,1971,3354
20455,Edward May,Martian,1817,3261
20456,William Ortiz,Girl on the Train,1695,1433
20457,Victor Davis,Fire Within,1733,280
20458,Eva Wright,Moonlit Path,1850,481
20459,William Ortiz,Witch of Blackbird Pond,1624,4864
20460,Anthony Lee,Dark Tower,1646,2547
20461,Paul Graham,Black Cat,1627,1807
20462,Diane Robbins,Dance with Destiny,1680,281
20463,Diana Terry,Wonders of the World,1505,3415
20464,Dana Huff,Dark Tower,1631,2828
20465,Timothy Griffin,Heart of the Forest,1991,490
20466,Carol Sullivan,Pirate's Treasure,1704,881
20467,Kenneth May,Glass Castle,1770,2576
20468,Ella Harrison,Clockwork Angel,1620,3035
20469,Teresa Ray,Mirror of Truth,1645,1702
20470,Ted Smith,Shades of Grey,1579,4743
20471,Randy Parker,Catcher in the Rye,1971,2800
20472,Kimberly Medina,Forbidden Forest,1981,2669
20473,Juan Thompson,Queen's Necklace,1718,4787
20474,Judy Rose,Tears of a Clown,2009,2822
20475,Diana Terry,Wonders of the World,1577,1393
20476,Michael Martinez,Shadows of the Night,1653,2160
20477,Delores Brown,Alchemist,1792,1513
20478,Juan Thompson,Edge of Tomorrow,1912,4023
20479,Jeffrey Williams,Girl with the Dragon Tattoo,1675,3718
20480,Patrick Hall,Edge of Tomorrow,1875,3417
20481,Paul Graham,Lost Kingdom,1885,4407
20482,Erin Gonzales,Midnight Serenade,1564,532
20483,James Hill,Secret Life of Bees,1760,2063
20484,Charles Johnson,Secret Garden,1920,2381
20485,Juan Thompson,Beneath the Silver Moon,1907,2857
20486,Michael Smith,Beyond the Horizon,1592,3401
20487,Evelyn Smith,River of Dreams,1830,1897
20488,Tracey Walker,Enchanted Castle,1845,1561
20489,Lisa Rios,Silver Lining,1656,2490
20490,Evelyn Smith,Fault in Our Stars,1746,4409
20491,Rosemary Wright,Island of Secrets,1938,1517
20492,Lisa Rios,Tears of the Moon,1526,3162
20493,Carol Sullivan,Lord of the Rings,1782,3710
20494,Diana Terry,Enchanted Princess,1566,4041
20495,Howard Jenkins,Help,1516,1891
20496,Megan Knight,Blood Red Rose,1651,3358
20497,Jeffrey Williams,Catcher in the Rye,1795,526
20498,Teresa Ray,Emerald City,1725,4698
20499,Bernard Brown,Dragon's Eye,1538,1381
20500,Kenneth May,Enchanted Princess,1659,707
20501,Emily Moore,Dark Tower,1894,2297
20502,James Hill,Silence of the Lambs,1707,482
20503,Patricia Meyer,Mirror of Truth,1952,3291
20504,Ashley Doyle,Silence of the Lambs,1546,407
20505,Cindy Gilbert,Road,1559,1930
20506,Judy Rose,Lighthouse Keeper,1731,3886
20507,Laura Hernandez,Shadows of the Night,1964,3406
20508,William Hamilton,Queen's Gambit,1942,2253
20509,Edward May,Girl with the Dragon Tattoo,1613,1828
20510,Sandra Craig,Great Gatsby,1833,842
20511,John Thomas,Black Cat,1810,4871
20512,James Hill,Last Train Home,1606,1155
20513,Richard Garcia,Girl with the Dragon Tattoo,1799,1426
20514,Janet Baldwin,Book of Miracles,1858,2342
20515,Ann Henderson,Book of Miracles,1691,3389
20516,Edward May,Silence of the Lambs,1738,2687
20517,Thomas Simmons,Mists of Avalon,1625,4267
20518,Randy Parker,Da Vinci Code,1775,3754
20519,Thomas Cain,Shades of Grey,1948,3691
20520,Alberto Brown,Secret Society,1907,2660
20521,Virginia Jackson,Wonders of the World,1692,2351
20522,Diane Robbins,White Queen,1661,2023
20523,Janet Baldwin,White Queen,1903,1240
20524,William Hamilton,Midnight Carnival,1765,2725
20525,Michael Smith,Forbidden Forest,1656,1404
20526,Tracey Walker,Witching Hour,1880,1856
20527,Daniel Craig,Tears of the Moon,1568,3466
20528,Connie Howell,Girl with the Sapphire Eyes,1555,892
20529,Frances Rose,Golden Compass,1583,3971
20530,Derrick Brady,Song of Achilles,1565,2425
20531,Charles Johnson,Heart of the Forest,1862,2858
20532,Bernard Brown,Blood of Our Fathers,1600,4685
20533,Evelyn Smith,Glass Castle,1616,295
20534,Lisa Rios,Knight's Code,1696,3103
20535,Derrick Brady,Sands of Time,1783,4195
20536,Derrick Brady,Giver,1574,2581
20537,Sherry Bennett,Whispering Wind,2018,4978
20538,Sherry Bennett,Fire Within,1806,2751
20539,Ted Smith,Kite Runner,1862,786
20540,Bernard Brown,Cursed Castle,1725,4609
20541,Diana Terry,Valley of Dreams,1823,3846
20542,Beatrice Ortiz,Mirror of Truth,1985,3133
20543,Connie Howell,Wonders of the World,2016,176
20544,Megan Knight,Crystal Caves,1723,640
20545,Linda Ward,Giver,1725,2713
20546,Mary Abbott,Beneath the Silver Moon,1564,1699
20547,Frances Rose,Clockwork Angel,1895,4630
20548,Edward May,Alchemist,1770,275
20549,Eric Davis,Lighthouse Keeper,1733,3819
20550,Victoria Brown,Pirate's Treasure,1819,2649
20551,Linda Ward,Secret Key,1953,3134
20552,Maria Webb,Handmaid's Tale,1923,793
20553,Barbara Farmer,Island of Secrets,1830,283
20554,William Doyle,Giver,1774,3037
20555,Tracey Walker,Clockwork Angel,1511,4266
20556,Anthony Davis,Island of Secrets,1602,1782
20557,Robert Evans,White Queen,2016,1405
20558,Judy Rose,Knight's Code,1740,3988
20559,Evelyn Smith,Dragon's Roar,1885,1588
20560,Kelly Franklin,White Queen,1605,4122
20561,Wayne Morrison,Maze Runner,1801,1375
20562,Mary Graham,Warrior's Heart,1740,791
20563,Maria Webb,Cursed Castle,1635,2762
20564,Mary Abbott,Alchemist,1707,4595
20565,Kenneth May,Book of Miracles,1787,930
20566,Janet Baldwin,Emerald Isle,1589,2375
20567,Delores Brown,Lighthouse Keeper,2016,3579
20568,Patricia Meyer,Pirate's Treasure,1995,1251
20569,Robert Barrett,Glass Castle,1519,1199
20570,Ted Smith,Whispering Wind,2020,3388
20571,Melissa Hall,Hunger Games,1608,1326
20572,Michael Martinez,Moonlit Path,1956,616
20573,Anthony Lee,In the Arms of the Sea,1667,4745
20574,John Ryan,Enchanted Princess,1580,793
20575,Nancy Horton,Wonders of the World,1732,272
20576,Beatrice Ortiz,White Queen,1601,1376
20577,Kimberly Medina,Mirror of Truth,1746,1174
20578,Kevin Ellis,Secret Garden,1583,1182
20579,Albert Mills,White Queen,1632,3298
20580,Kimberly Medina,Echoes of the Past,1539,3097
20581,Megan Knight,Art of Deception,1725,1381
20582,Rita Powell,Secret Key,1676,2247
20583,Teresa Ray,Wonders of the World,1770,4044
20584,Sherry Bennett,Ruby Red Door,1913,4607
20585,Bernard Brown,Great Gatsby,1635,980
20586,Janet Baldwin,Heart of the Forest,1987,3848
20587,Sherry Bennett,Handmaid's Tale,1739,2173
20588,Emily Moore,Tears of the Moon,1847,3722
20589,Patricia Meyer,Catcher in the Rye,1979,2646
20590,Christine Miles,Golden Compass,1595,4473
20591,James Hill,Hunger Games,1674,1915
20592,Melissa Hall,Mists of Avalon,1566,3646
20593,Dana Huff,Shadows of the Night,1658,4402
20594,James Ross,Dance with Destiny,1846,327
20595,James Ross,Girl with the Dragon Tattoo,1806,3700
20596,Robert Barrett,Silver Lining,1912,3647
20597,Megan Knight,Dragon's Roar,1634,4862
20598,Leah Manning,White Queen,1791,2706
20599,Delores Brown,Clockwork Angel,1904,1462
20600,Sandra Craig,Dragon's Eye,1576,1456
20601,Rosemary Wright,Time Traveler's Wife,1813,743
20602,Wilma Jackson,Shadow of the Moon,1890,4957
20603,Frances Rose,Martian,1802,1564
20604,Albert Mills,Enchanted Princess,1965,928
20605,Wilma Jackson,Echoes of the Past,1720,3027
20606,Patrick Hall,Hunger Games,1616,3515
20607,Janet Baldwin,Wonders of the World,1532,371
20608,Linda Ward,Last Train Home,1784,591
20609,Helen Hernandez,Martian,1939,1737
20610,Ella Harrison,Lighthouse Keeper,1616,1680
20611,Richard Garcia,Da Vinci Code,1635,1363
20612,Rosemary Wright,Glass Castle,1726,4976
20613,Rita Powell,Lighthouse Keeper,1892,2510
20614,Ernest Torres,Silver Lining,1789,2267
20615,Cindy Gilbert,Edge of Tomorrow,1760,1926
20616,Mary Graham,Song of Achilles,1606,3329
20617,Edward May,Ruby Red Door,1706,573
20618,Janet Baldwin,Mists of Avalon,1629,644
20619,Tracey Walker,Hunger Games,1708,1996
20620,Janet Baldwin,In the Arms of the Sea,1648,2634
20621,Paul White,Witching Hour,1776,1148
20622,Patricia Meyer,Emerald City,1754,3993
20623,Ernest Torres,Night Circus,1582,1447
20624,John Ryan,Valley of Dreams,1539,2666
20625,Lisa Rios,Forgotten Realm,1981,3687
20626,Derrick Brady,Ruby Red Door,1535,3815
20627,Anthony Davis,Queen's Gambit,1939,3568
20628,Jessie Bowman,Secrets We Keep,1997,1420
20629,Wilma Jackson,Blood of Our Fathers,1789,4356
20630,Jacqueline Brown,Rising Sun,1764,4602
20631,William Hamilton,Shadows of the Night,1949,2244
20632,Albert Mills,Echoes of the Past,1735,2385
20633,Erin Gonzales,Lord of the Rings,1994,4423
20634,Kelly Franklin,Glass Castle,1607,3421
20635,Michelle Wis,Enigma of Love,1540,748
20636,Carole Kelly,Fire Within,1809,4846
20637,Deanna Owens,Book of Miracles,1606,4064
20638,Wendy Walton,Lighthouse Keeper,1972,2336
20639,Eric Davis,Maze Runner,1723,3432
20640,Beatrice Ortiz,Night Circus,1651,1001
20641,Jeffrey Bowers,Lost Kingdom,1536,1559
20642,William Hamilton,Dance with Destiny,1988,4968
20643,Victoria Brown,Silent Forest,1701,4715
20644,Megan Knight,Song of Achilles,1548,2883
20645,Daniel Craig,Mists of Avalon,1656,3136
20646,Leah Manning,Golden Compass,1925,2924
20647,Robert Evans,Knight's Code,1700,2817
20648,Barbara Farmer,Shac,1916,3991
20649,Frances Rose,Girl with the Dragon Tattoo,1785,4380
20650,Rita Powell,Handmaid's Tale,1626,4876
20651,Diana Terry,Island of Secrets,1983,2109
20652,Judy Rose,Curse of the Pharaohs,1781,1621
20653,Jessie Bowman,Silent Forest,1857,1740
20654,Ann Henderson,Sands of Time,1744,2361
20655,Lydia Martinez,Shadow of the Moon,1597,1673
20656,Patricia Simpson,Art of Deception,1876,1631
20657,Jessie Bowman,Clockwork Angel,1796,4830
20658,Erin Gonzales,Secret Key,1524,600
20659,Patricia Meyer,Glass Castle,1960,4423
20660,Timothy Griffin,Warrior's Heart,1502,1300
20661,Barbara Farmer,Lost City of Atlantis,1686,4985
20662,Teresa Ray,Hunger Games,1639,391
20663,Teresa Ray,Book Thief,1609,479
20664,Lisa Rios,Silent Forest,1698,2426
20665,Victoria Brown,Twist of Fate,1903,3887
20666,William Ortiz,Last Voyage,1605,4347
20667,Jacqueline Brown,Island of Secrets,1584,3954
20668,Gregory Gibbs,Fire Within,1585,2617
20669,Juan Thompson,Kite Runner,1880,4226
20670,Diane Robbins,Midnight Serenade,1911,3932
20671,Sherry Bennett,White Queen,1630,4922
20672,Sandra Craig,White Queen,1970,1043
20673,Daniel Craig,Blood of Our Fathers,1637,1635
20674,Teresa Ray,Blood of Our Fathers,1779,1915
20675,Leonard Stevenson,Dragon's Eye,2023,342
20676,Carole Kelly,Crown of Thorns,1835,3337
20677,Alberto Brown,Knight's Code,1804,935
20678,Linda Ward,Da Vinci Code,1883,1387
20679,Ann Henderson,Lord of the Rings,1923,4584
20680,Anthony Davis,Beneath the Silver Moon,1800,1089
20681,Howard Jenkins,Blood of Our Fathers,1660,1854
20682,William Hamilton,Giver,1844,2101
20683,Barbara Farmer,In the Arms of the Sea,1682,2809
20684,Judy Rose,Cursed Castle,1645,2296
20685,Frances Rose,Secret Key,1973,4050
20686,Carole Kelly,Secret Life of Bees,1643,4556
20687,Nancy Horton,In the Arms of the Sea,1630,3189
20688,Jacqueline Brown,Song of Achilles,1857,3259
20689,Laura Hernandez,Road,1751,2427
20690,Patricia Meyer,Forbidden Forest,1648,4514
20691,Judy Rose,Emerald Isle,1968,3523
20692,Wayne Morrison,Emerald City,1609,3260
20693,Albert Mills,Mask of Deception,1833,602
20694,Robert Evans,Book Thief,1834,3916
20695,Sherry Bennett,Dance with Destiny,1628,1866
20696,James Hill,Edge of Tomorrow,1534,4691
20697,Charles Johnson,Cursed Castle,1824,4664
20698,Christine Miles,Book of Miracles,1661,3609
20699,Christine Miles,Lord of the Rings,1558,4519
20700,Ernest Torres,Ruby Red Door,2008,1356
20701,Robert Barrett,Dragon's Lair,1894,4566
20702,Kimberly Medina,River of Dreams,1905,4752
20703,Daniel Craig,Golden Compass,1579,3617
20704,Teresa Ray,Last Voyage,1991,259
20705,Judy Rose,Fire Within,1678,737
20706,Teresa Ray,Lighthouse Keeper,1584,532
20707,Tyrone Evans,Shadows of the Night,1888,3952
20708,Diane Robbins,Whispering Wind,1603,950
20709,Paul Graham,Secret Garden,1672,2136
20710,Tyrone Evans,Night Circus,1786,740
20711,Linda Ward,Dragon's Eye,1670,2006
20712,Patrick Hall,Beneath the Silver Moon,1974,3094
20713,Michael Patterson,Lovely Bones,1795,3234
20714,Kelly Franklin,Martian,1556,3685
20715,Anthony Lee,Forgotten Realm,1506,890
20716,Sandra Craig,Crown of Thorns,1715,1270
20717,Tyrone Evans,Help,1905,2460
20718,Michael Patterson,Art of Deception,2012,2404
20719,Linda Ward,Silent Forest,1722,967
20720,Howard Jenkins,Fault in Our Stars,1861,1421
20721,Judy Rose,Time Traveler's Wife,1736,630
20722,Teresa Ray,Giver,1675,3860
20723,Michael Martinez,Maze Runner,1546,1247
20724,Howard Jenkins,Wonders of the World,2011,1248
20725,Eric Davis,Witch of Blackbird Pond,1646,2418
20726,Sandra Craig,Ruby Red Door,1827,4162
20727,Connie Howell,Shac,1735,1962
20728,Lydia Martinez,Giver,1907,3964
20729,Ashley Doyle,Blood of Our Fathers,1861,3969
20730,Emily Moore,Secret Life of Bees,1834,4801
20731,Christine Miles,Valley of Dreams,1605,3544
20732,Howard Jenkins,Moonlit Path,1875,2818
20733,Hazel Greer,Witching Hour,1510,1282
20734,Gregory Gibbs,Dance with Destiny,1766,709
20735,Victor Davis,Fire Within,1626,4473
20736,Robert Barrett,White Queen,1654,1196
20737,Erin Gonzales,Martian,1693,3015
20738,Randy Parker,Mask of Deception,2016,3919
20739,Jessie Bowman,Sands of Time,1623,4364
20740,Bernard Brown,Time Traveler's Wife,1711,4055
20741,Gary Johnson,Dance with Destiny,1761,1091
20742,Jessie Bowman,Secrets We Keep,1957,1963
20743,Jeffrey Bowers,Help,1524,787
20744,Juan Thompson,Help,1513,2834
20745,Deanna Owens,Enchanted Princess,1757,4422
20746,Robert Evans,Emerald City,1970,1757
20747,Daniel Craig,Night Circus,1850,1187
20748,Charles Johnson,Glass Castle,1921,4182
20749,Rosemary Wright,Girl with the Dragon Tattoo,1863,971
20750,Ashley Doyle,Enigma of Love,1824,2099
20751,Carol Sullivan,Golden Child,1754,1506
20752,James Hill,Mask of Deception,1521,1959
20753,Paul Graham,Giver,1878,2806
20754,Victor Davis,Glass Castle,1989,1406
20755,John Ryan,Silent Forest,2013,3108
20756,Megan Knight,Enchanted Princess,1956,4649
20757,Frances Rose,Dark Tower,1931,4752
20758,Mary Graham,Book Thief,1959,3410
20759,Anthony Davis,Secret Garden,1589,2281
20760,Delores Brown,Warrior's Heart,1988,214
20761,Richard Garcia,Shac,1601,1174
20762,Delores Brown,Night Circus,1677,744
20763,Lydia Martinez,Queen's Gambit,1536,2573
20764,Rosemary Lucas,Giver,1989,2105
20765,Gregory Gibbs,Black Cat,1507,4292
20766,Emily Moore,Shades of Grey,1994,3349
20767,Victor Davis,Kite Runner,1907,2821
20768,Hazel Greer,Martian,1835,4220
20769,Richard Garcia,Song of Ice and Fire,1933,3229
20770,Connie Howell,Mirror of Truth,1802,3208
20771,Diana Terry,Enchanted Castle,1617,1255
20772,John Thomas,Secret Society,1867,2890
20773,Judy Rose,Lighthouse Keeper,1997,3824
20774,Teresa Ray,Twist of Fate,1981,306
20775,Judy Rose,Cursed Castle,1841,1423
20776,Ernest Torres,Silver Lining,1512,2531
20777,Maria Webb,Enchanted Princess,1722,1390
20778,Sandra Craig,Song of Achilles,1635,4603
20779,Michelle Wis,Silence of the Lambs,1570,4322
20780,Carole Kelly,Cursed Castle,1532,2549
20781,Carol Sullivan,Dragon's Eye,1966,2118
20782,Ann Henderson,Phantom of the Opera,1875,3298
20783,Christine Miles,Glass Castle,1864,4559
20784,Hazel Greer,Dragon's Roar,1667,3651
20785,Melissa Hall,Handmaid's Tale,1879,4168
20786,Ernest Torres,Witch of Blackbird Pond,1829,2941
20787,Carol Sullivan,Secret Life of Bees,1598,4400
20788,Kimberly Medina,Cursed Castle,1921,672
20789,Kelly Franklin,Lovely Bones,1964,862
20790,Connie Howell,Fault in Our Stars,1732,4702
20791,Richard Freeman,Catcher in the Rye,1538,2133
20792,Eva Wright,Wonders of the World,1543,1624
20793,Melissa Hall,Enchanted Princess,1803,4021
20794,Frances Rose,Phantom of the Opera,1755,4158
20795,Patricia Simpson,Fire Within,1776,2535
20796,Rosemary Wright,Lord of the Rings,1782,4810
20797,Michael Smith,Art of Deception,1565,1045
20798,Emily Moore,White Queen,1838,1581
20799,Lauren Holland,Lovely Bones,1941,152
20800,Beatrice Ortiz,Black Cat,1560,250
20801,Ashley Doyle,Help,1966,3009
20802,William Hamilton,Silence of the Lambs,1920,1426
20803,Emily Moore,Crown of Thorns,1967,3150
20804,Hazel Greer,Lost Kingdom,1581,3805
20805,Kimberly Medina,Lovely Bones,1592,4791
20806,Anthony Lee,Book of Miracles,1973,4406
20807,Paul Graham,Lost City of Atlantis,1836,1124
20808,Timothy Griffin,In the Arms of the Sea,1908,4131
20809,Richard Garcia,Lost City of Atlantis,1670,1886
20810,Diana Terry,Secret Society,1830,2155
20811,Sherry Bennett,Lord of the Rings,1539,1832
20812,Laura Hernandez,Cursed Castle,1943,1441
20813,Wendy Walton,Secret Key,1697,3404
20814,Michelle Wis,Enchanted Castle,1812,1723
20815,Kevin Ellis,Emerald City,2009,4981
20816,Virginia Jackson,Beyond the Horizon,1755,296
20817,Hazel Greer,Fire Within,2001,4085
20818,Gary Johnson,Edge of Tomorrow,1733,4585
20819,Gary Johnson,Black Cat,1913,2418
20820,Connie Howell,Shadows of the Night,1682,3569
20821,Lisa Rios,White Queen,1766,2375
20822,Maria Webb,Art of Deception,1920,896
20823,Timothy Griffin,Secrets We Keep,1587,3173
20824,Ella Harrison,Blood of Our Fathers,1760,4748
20825,Leah Manning,Witch of Blackbird Pond,1748,234
20826,Diana Terry,Phantom of the Opera,1771,1307
20827,Juan Thompson,Secrets We Keep,1694,3451
20828,Diana Terry,Dance with Destiny,1732,3267
20829,Judy Rose,Tears of a Clown,1594,1263
20830,Nancy Horton,Da Vinci Code,1621,464
20831,Ann Henderson,Sands of Time,2002,2729
20832,Lydia Martinez,Dark Tower,1930,2112
20833,Tracey Walker,Silence of the Lambs,1955,3528
20834,Kelly Franklin,Girl with the Sapphire Eyes,1846,2246
20835,Michael Martinez,Enchanted Castle,1678,2820
20836,Lisa Rios,Black Cat,1558,883
20837,Michael Patterson,Queen's Necklace,1601,3390
20838,Eva Wright,Shades of Grey,2005,1584
20839,Ted Smith,Valley of Dreams,1838,1504
20840,Paul Graham,Midnight Carnival,1552,1627
20841,Patrick Hall,Blood of Our Fathers,1971,124
20842,Mary Graham,Road,1955,4094
20843,Sandra Craig,Midnight Serenade,1615,235
20844,Frances Rose,Curse of the Pharaohs,1748,770
20845,Barbara Farmer,Shadows of the Night,1677,1014
20846,James Hill,Forbidden Forest,1592,274
20847,Kenneth May,Enigma of Love,1746,3619
20848,Melissa Hall,Shac,1570,455
20849,Richard Garcia,River of Dreams,1554,3639
20850,Ella Harrison,Mirror of Truth,1550,3749
20851,Carole Kelly,Catcher in the Rye,1586,2290
20852,Wendy Walton,Queen's Gambit,1805,4427
20853,Ann Henderson,Emerald City,1552,1237
20854,William Doyle,Shac,1548,2472
20855,William Ortiz,Blood Red Rose,1585,4123
20856,Kimberly Medina,Song of Achilles,1836,3982
20857,Kenneth May,Sands of Time,1541,1783
20858,Alberto Brown,Curse of the Pharaohs,1758,1511
20859,Jeffrey Williams,Fire Within,1747,854
20860,Lisa Rios,Handmaid's Tale,1856,1283
20861,Ernest Torres,Lost City of Atlantis,1697,1348
20862,Mary Abbott,Lost City of Atlantis,1674,1952
20863,Bernard Brown,Shades of Grey,1920,1687
20864,Thomas Cain,Song of Ice and Fire,1501,3289
20865,Mary Graham,Song of Achilles,1822,339
20866,Emily Moore,Clockwork Angel,1711,4148
