,Author,Books,Year Published,Pages
4816,Patrick Hall,Pirate's Treasure,1563,3546
4817,James Ross,Clockwork Angel,1658,4737
4818,Juan Thompson,Curse of the Pharaohs,1904,3038
4819,Lauren Holland,Dragon's Roar,1947,2390
4820,Melissa Hall,Kite Runner,1697,1309
4821,Virginia Jackson,Great Gatsby,1838,4991
4822,Mary Abbott,Secret Life of Bees,1750,528
4823,Jacqueline Brown,Kite Runner,1737,2686
4824,Carol Sullivan,Rising Sun,1869,4947
4825,Bernard Brown,Dragon's Roar,1609,3235
4826,John Thomas,Maze Runner,1776,4418
4827,Jeffrey Bowers,Book Thief,1532,1415
4828,Eric Davis,Queen's Necklace,1988,1832
4829,Ann Henderson,Silver Lining,1834,1293
4830,William Ortiz,Sands of Time,1734,1263
4831,Jacqueline Brown,Handmaid's Tale,1927,2807
4832,Patricia Simpson,Golden Child,1930,4724
4833,Gregory Gibbs,Giver,1997,2099
4834,Rosemary Wright,Fault in Our Stars,1803,1193
4835,Timothy Griffin,Dragon's Lair,1610,3292
4836,Patricia Meyer,Giver,1819,2398
4837,Frances Rose,Secrets We Keep,1537,4760
4838,Michael Smith,Crown of Thorns,1982,2587
4839,Kimberly Medina,Ruby Red Door,1890,2134
4840,Bernard Brown,Queen's Necklace,1912,4754
4841,Paul White,Girl on the Train,1648,1747
4842,Deanna Owens,Dragon's Eye,1889,2718
4843,Dana Huff,Mirror of Truth,1773,4732
4844,Gregory Gibbs,Lost Kingdom,2017,434
4845,Ann Henderson,Dance with Destiny,1781,1251
4846,Charles Johnson,Golden Child,1769,3843
4847,Rosemary Wright,Dragon's Eye,1830,1875
4848,Hazel Greer,Golden Compass,1755,4798
4849,Maria Webb,Alchemist,1700,1812
4850,Gregory Gibbs,Rising Sun,1833,2783
4851,Diane Robbins,Glass Castle,1761,767
4852,Albert Mills,Da Vinci Code,1597,2138
4853,Ernest Torres,Knight's Code,1802,3636
4854,Michelle Wis,Secrets We Keep,1552,466
4855,Ted Smith,Maze Runner,1827,2756
4856,Patrick Hall,Curse of the Pharaohs,1975,4864
4857,Michelle Wis,Enchanted Castle,1660,1670
4858,Ashley Doyle,Blood of Our Fathers,1862,403
4859,Richard Garcia,Clockwork Angel,1904,3488
4860,Tyrone Evans,Silver Lining,1783,2559
4861,Patricia Meyer,Warrior's Heart,1860,2350
4862,Victor Davis,Queen's Necklace,1917,312
4863,Frances Rose,Knight's Code,1869,2551
4864,Albert Mills,Valley of Dreams,1978,984
4865,Rosemary Lucas,Valley of Dreams,1674,3118
4866,Dana Huff,Blood of Our Fathers,1578,4594
4867,Juan Thompson,Knight's Code,1887,1260
4868,Eva Wright,Last Train Home,1829,4322
4869,Robert Barrett,Pirate's Treasure,1956,3591
4870,Leonard Stevenson,Cursed Castle,1539,3478
4871,Wayne Morrison,Black Cat,1739,4220
4872,John Thomas,Dragon's Roar,1646,2434
4873,Kelly Franklin,Crown of Thorns,1691,303
4874,Linda Ward,Kite Runner,1977,1497
4875,Emily Moore,Heart of the Forest,1831,3410
4876,Patrick Hall,Curse of the Pharaohs,1720,3126
4877,Cindy Gilbert,Beneath the Silver Moon,1510,3996
4878,Paul White,Shadows of the Night,1621,3063
4879,Linda Ward,Time Traveler's Wife,1529,3259
4880,Carole Kelly,Song of Ice and Fire,1562,305
4881,John Thomas,Last Voyage,1763,1057
4882,Wayne Morrison,Shades of Grey,1524,4755
4883,Alberto Brown,Song of Ice and Fire,1737,2166
4884,Jessie Bowman,Edge of Tomorrow,1789,4419
4885,Patrick Hall,Island of Secrets,1848,714
4886,Alberto Brown,Secret Key,1568,1222
4887,Hazel Greer,Emerald Isle,1637,2598
4888,Rosemary Wright,Lighthouse Keeper,1816,3184
4889,Anthony Lee,Blood of Our Fathers,1801,4157
4890,Paul Graham,Da Vinci Code,1763,146
4891,Anthony Davis,Mask of Deception,1557,4131
4892,John Ryan,Island of Secrets,1773,2335
4893,Wayne Morrison,Midnight Serenade,1589,2911
4894,Melissa Hall,Girl on the Train,1752,4328
4895,Megan Knight,Moonlit Path,1589,4045
4896,Anthony Davis,Help,1553,4641
4897,Erin Gonzales,Song of Ice and Fire,1852,2383
4898,Hazel Greer,Island of Secrets,1719,2091
4899,Patrick Hall,Girl on the Train,1679,2369
4900,Thomas Cain,Dance with Destiny,1821,1848
4901,Delores Brown,Rising Sun,1981,1885
4902,Jacqueline Brown,Pirate's Treasure,1736,4441
4903,Linda Ward,Alchemist,1994,3605
4904,Charles Johnson,Secrets We Keep,1675,1602
4905,John Thomas,Forgotten Realm,1730,4603
4906,Diana Terry,Silver Lining,1758,967
4907,Michelle Wis,Lost Kingdom,1628,2388
4908,Judy Rose,Song of Achilles,1698,4238
4909,Ella Harrison,Da Vinci Code,1727,2982
4910,Megan Knight,Twist of Fate,1704,4866
4911,Anthony Davis,Dragon's Roar,1809,1203
4912,Richard Garcia,Time Traveler's Wife,1528,1488
4913,Bernard Brown,Dragon's Eye,1658,2054
4914,Mary Abbott,Echoes of the Past,1938,4542
4915,Thomas Simmons,Da Vinci Code,1615,3490
4916,Helen Hernandez,Sands of Time,1644,4123
4917,Wayne Morrison,Shadows of the Night,1603,2541
4918,James Hill,Crystal Caves,1629,3471
4919,Timothy Griffin,Last Train Home,1756,4209
4920,Albert Mills,Queen's Gambit,1780,3629
4921,Cindy Gilbert,Tears of the Moon,1875,3661
4922,Jeffrey Williams,Golden Child,1681,1743
4923,Michael Patterson,Tears of the Moon,1745,4259
4924,Timothy Griffin,Song of Achilles,1771,1192
4925,Kenneth May,Midnight Serenade,1762,1601
4926,Victor Davis,Enigma of Love,1737,1657
4927,Michael Smith,Lost Kingdom,1617,1758
4928,Frances Rose,Girl with the Sapphire Eyes,1673,4386
4929,Megan Knight,Lost City of Atlantis,1513,4411
4930,Bernard Brown,Maze Runner,1936,3692
4931,Wilma Jackson,Shac,1741,799
4932,Mary Graham,Lost City of Atlantis,1985,1918
4933,Delores Brown,Dragon's Roar,1607,4113
4934,Anthony Lee,Dragon's Roar,2005,2224
4935,Wayne Morrison,Catcher in the Rye,1682,4197
4936,Wilma Jackson,Emerald City,1588,1609
4937,Eric Davis,Dance with Destiny,1784,2570
4938,James Ross,Silver Lining,1628,3105
4939,Patrick Hall,Help,1624,3768
4940,Emily Moore,Kite Runner,1702,2181
4941,Victoria Brown,Hunger Games,1525,4105
4942,Dana Huff,Witch of Blackbird Pond,1578,2221
4943,Wayne Morrison,Song of Ice and Fire,1812,952
4944,Wayne Morrison,Silence of the Lambs,1755,3131
4945,Lydia Martinez,Lord of the Rings,1942,1845
4946,Derrick Brady,In the Arms of the Sea,1972,1715
4947,Helen Hernandez,Twist of Fate,1879,2422
4948,William Ortiz,Cursed Castle,1697,976
4949,Paul Graham,Book of Miracles,1675,3562
4950,Leah Manning,Lord of the Rings,1924,4596
4951,Paul White,Dragon's Roar,1619,3778
4952,Beatrice Ortiz,Help,1674,2438
4953,Leonard Stevenson,Twist of Fate,1803,3214
4954,Teresa Ray,Echoes of the Past,1506,927
4955,Janet Baldwin,Heart of the Forest,1587,1657
4956,Linda Ward,Secret Society,1763,860
4957,Victoria Brown,Dragon's Eye,1793,3940
4958,Robert Evans,Lovely Bones,1865,3995
4959,Megan Knight,Last Train Home,1930,3086
4960,James Ross,Queen's Necklace,1749,1814
4961,Christine Miles,Moonlit Path,1753,1776
4962,Wendy Walton,Maze Runner,1966,3744
4963,Richard Freeman,Midnight Garden,1955,3857
4964,Sandra Craig,Secrets We Keep,1861,2504
4965,Janet Baldwin,Catcher in the Rye,1673,4280
4966,William Ortiz,Pirate's Treasure,1651,846
4967,Howard Jenkins,Witch of Blackbird Pond,1687,3259
4968,Kelly Franklin,Rising Sun,1853,829
4969,Patrick Hall,Handmaid's Tale,1910,2763
4970,Ashley Doyle,Lost Kingdom,1969,289
4971,Jeffrey Williams,Secret Garden,1546,3245
4972,Patricia Meyer,Last Voyage,1589,3908
4973,Barbara Farmer,Clockwork Angel,1766,2143
4974,Judy Rose,Island of Secrets,1647,2086
4975,Judy Rose,Secrets We Keep,1837,2483
4976,Wilma Jackson,Alchemist,1571,3585
4977,Wilma Jackson,Fire Within,1802,2571
4978,Kenneth May,Whispering Wind,1926,2754
4979,Thomas Cain,Queen's Gambit,1905,1934
4980,Sherry Bennett,Moonlit Path,1570,1597
4981,Ella Harrison,Song of Achilles,1628,4574
4982,Emily Moore,Mask of Deception,1971,3434
4983,Frances Rose,Great Gatsby,1864,4084
4984,Edward May,Midnight Carnival,1931,4053
4985,Eric Davis,Mists of Avalon,1991,1158
4986,Virginia Jackson,In the Arms of the Sea,1724,1482
4987,William Hamilton,Secret Key,1991,3689
4988,Patricia Meyer,Road,1669,2517
4989,Wilma Jackson,Night Circus,1965,3119
4990,Leah Manning,Echoes of the Past,1675,2205
4991,Frances Rose,Forgotten Realm,1891,1626
4992,Robert Barrett,Silent Forest,1963,2500
4993,Howard Jenkins,Shac,1611,1383
4994,Victor Davis,Midnight Carnival,1922,4676
4995,Hazel Greer,Golden Compass,1944,1219
4996,Juan Thompson,Dragon's Lair,1653,1491
4997,Thomas Simmons,Midnight Serenade,1616,3249
4998,Anthony Lee,Whispering Wind,1965,872
4999,Eric Davis,Secret Society,1666,2100
5000,Gary Johnson,Enchanted Castle,1971,4142
5001,Jeffrey Bowers,Pirate's Treasure,1661,2691
5002,Diane Robbins,Beneath the Silver Moon,1870,1946
5003,Lydia Martinez,Midnight Garden,1994,375
5004,Janet Baldwin,Road,1770,384
5005,Eric Davis,Island of Secrets,1837,4735
5006,Paul White,Kite Runner,1799,3287
5007,Thomas Cain,Edge of Tomorrow,1890,217
5008,James Ross,Midnight Garden,1691,882
5009,Kimberly Medina,Girl on the Train,1658,3648
5010,Barbara Farmer,Silence of the Lambs,1999,4862
5011,Cindy Gilbert,Time Traveler's Wife,1899,2078
5012,Rosemary Lucas,Fire Within,2023,3659
5013,Michael Martinez,Glass Castle,1934,838
5014,Michael Patterson,Lost Kingdom,1834,2537
5015,Kevin Ellis,Secret Life of Bees,1679,2449
5016,Erin Gonzales,Secret Key,1871,4552
5017,Janet Baldwin,Lighthouse Keeper,1727,1111
5018,James Hill,Secrets We Keep,1719,1990
5019,Erin Gonzales,Last Voyage,1940,2515
5020,Diana Terry,Lovely Bones,1604,307
5021,Kelly Franklin,Cursed Castle,1776,3338
5022,Emily Moore,Art of Deception,1807,2475
5023,Michelle Wis,Secret Life of Bees,1819,4098
5024,Ann Henderson,Shac,1963,4529
5025,Eric Davis,Kite Runner,1513,2664
5026,Barbara Farmer,Phantom of the Opera,1590,4447
5027,James Ross,Blood of Our Fathers,1825,2372
5028,Ernest Torres,Knight's Code,1796,4433
5029,Richard Freeman,Emerald Isle,1566,2766
5030,Edward May,Night Circus,1561,899
5031,Timothy Griffin,Sands of Time,1966,1616
5032,Thomas Simmons,Song of Achilles,1533,4852
5033,Helen Hernandez,Last Voyage,1705,3264
5034,Evelyn Smith,Dragon's Roar,1772,4524
5035,Ella Harrison,Da Vinci Code,1900,4851
5036,Michael Martinez,Beyond the Horizon,1665,2111
5037,Paul Graham,Da Vinci Code,1534,3902
5038,Michael Martinez,Alchemist,1871,3368
5039,Wendy Walton,Book Thief,1802,207
5040,Sandra Craig,Silence of the Lambs,1580,4980
5041,Patricia Meyer,Secret Life of Bees,1729,1371
5042,Diane Robbins,Secret Life of Bees,1735,3452
5043,Eric Davis,Enigma of Love,1671,3998
5044,Leah Manning,Valley of Dreams,1825,3251
5045,Richard Freeman,Black Cat,1688,1532
5046,Mary Graham,Kite Runner,1788,121
5047,Laura Hernandez,Whispering Wind,1922,314
5048,William Hamilton,Valley of Dreams,1832,1587
5049,Ted Smith,Pirate's Treasure,1537,101
5050,Evelyn Smith,Crown of Thorns,1965,2230
5051,Erin Gonzales,Secret Garden,1996,3362
5052,Derrick Brady,Dragon's Roar,1877,4099
5053,Patrick Hall,Golden Child,1528,3325
5054,Richard Garcia,Phantom of the Opera,1595,1392
5055,Maria Webb,Catcher in the Rye,1979,368
5056,Albert Mills,Fire Within,1726,3042
5057,Ashley Doyle,Moonlit Path,1737,4998
5058,Timothy Griffin,Twist of Fate,1846,4972
5059,Lauren Holland,Enchanted Princess,1775,3828
5060,Rita Powell,Dragon's Eye,1750,2539
5061,Tyrone Evans,Midnight Serenade,1849,2979
5062,Juan Thompson,Martian,1682,549
5063,Paul White,Fault in Our Stars,1933,4051
5064,Carole Kelly,Lovely Bones,1910,1285
5065,Teresa Ray,Dance with Destiny,1605,1148
5066,Cindy Gilbert,Book of Miracles,2023,383
5067,Janet Baldwin,Catcher in the Rye,1902,1288
5068,Richard Garcia,Valley of Dreams,1607,542
5069,Michael Patterson,Queen's Necklace,1855,1964
5070,Connie Howell,Giver,1963,1356
5071,Dana Huff,Wonders of the World,1658,2127
5072,Paul White,Beyond the Horizon,1787,1000
5073,Megan Knight,Dragon's Lair,1949,4150
5074,William Doyle,Secret Society,1634,4081
5075,Jessie Bowman,Fault in Our Stars,1842,1974
5076,Richard Freeman,Sands of Time,1549,4010
5077,Lydia Martinez,Mask of Deception,1516,4664
5078,Kevin Ellis,Black Cat,1673,4466
5079,Michelle Johnson,Island of Secrets,1894,2315
5080,Timothy Griffin,Secret Society,1887,1171
5081,Paul Graham,Dragon's Lair,1758,1337
5082,Christine Miles,Girl with the Sapphire Eyes,1599,3976
5083,Ann Henderson,Midnight Garden,1506,3010
5084,Robert Evans,Martian,2014,4414
5085,Thomas Cain,Song of Achilles,1903,4593
5086,Beatrice Ortiz,Dark Tower,1877,2890
5087,Michelle Johnson,Twist of Fate,1515,1002
5088,Kenneth May,Lord of the Rings,1560,2283
5089,Frances Rose,Road,1627,364
5090,Randy Parker,Song of Ice and Fire,1692,2008
5091,Eric Davis,Giver,1906,3766
5092,Lydia Martinez,Heart of the Forest,1980,3897
5093,Ashley Doyle,Secret Society,1668,3180
5094,Diane Robbins,Knight's Code,1847,4311
5095,Eva Wright,Fire Within,1880,2870
5096,Timothy Griffin,Road,1852,4474
5097,Michael Patterson,Tears of the Moon,1975,3814
5098,Helen Hernandez,Whispering Wind,1871,2291
5099,Hazel Greer,Last Voyage,1578,4533
5100,Paul White,Shac,1618,1028
5101,Tyrone Evans,Golden Compass,1594,705
5102,Kelly Franklin,Midnight Carnival,1761,458
5103,Michael Patterson,White Queen,1981,2357
5104,Mary Graham,Blood Red Rose,1871,4349
5105,William Ortiz,Forbidden Forest,1567,4012
5106,Paul White,White Queen,1502,576
5107,Rosemary Lucas,Cursed Castle,1870,672
5108,Edward May,Hunger Games,1647,4995
5109,Rita Powell,Glass Castle,1510,4255
5110,Evelyn Smith,Mask of Deception,1688,863
5111,Sandra Craig,Last Voyage,1647,2188
5112,Evelyn Smith,Mists of Avalon,1591,3824
5113,Michael Patterson,Island of Secrets,1856,4393
5114,Erin Gonzales,Shadow of the Moon,2003,818
5115,Victoria Brown,Lost Kingdom,1980,4512
5116,Alberto Brown,Book Thief,1700,849
5117,William Hamilton,Lovely Bones,1789,551
5118,Laura Hernandez,Enchanted Princess,1598,4511
5119,Ernest Torres,Shades of Grey,1956,1204
5120,Barbara Farmer,Secret Society,1846,2410
5121,Rosemary Lucas,Shades of Grey,1609,128
5122,Mary Abbott,Edge of Tomorrow,1894,1700
5123,William Hamilton,Knight's Code,1770,2029
5124,Derrick Brady,Mask of Deception,1825,4394
5125,Eva Wright,Witching Hour,1728,1973
5126,Anthony Davis,Blood of Our Fathers,1754,4021
5127,Jessie Bowman,Enchanted Castle,1670,2366
5128,Paul Graham,Lost City of Atlantis,1885,1893
5129,Jessie Bowman,Night Circus,1700,2871
5130,Eric Davis,Mists of Avalon,1527,2912
5131,Patrick Hall,Enchanted Princess,1711,2015
5132,Michelle Wis,Lord of the Rings,1886,967
5133,Emily Moore,Warrior's Heart,2004,4816
5134,Laura Hernandez,Clockwork Angel,1772,560
5135,Anthony Davis,Road,1863,3150
5136,Evelyn Smith,Beneath the Silver Moon,1794,909
5137,Maria Webb,Dance with Destiny,1766,3273
5138,Richard Freeman,Dragon's Roar,1863,386
5139,Rita Powell,Secret Society,1815,988
5140,Kimberly Medina,Fire Within,1760,4873
5141,Carol Sullivan,Girl with the Sapphire Eyes,1954,4294
5142,Juan Thompson,Hunger Games,1637,1449
5143,Eric Davis,Black Cat,1902,327
5144,Virginia Jackson,Midnight Garden,1902,487
5145,Sherry Bennett,Great Gatsby,1706,3835
5146,Janet Baldwin,Help,1854,1748
5147,Kevin Ellis,Maze Runner,1714,2187
5148,Judy Rose,Knight's Code,1618,3112
5149,Lauren Holland,Mists of Avalon,1655,269
5150,Derrick Brady,Curse of the Pharaohs,1656,4818
5151,Frances Rose,Twist of Fate,1654,3463
5152,Mary Graham,White Queen,1934,3955
5153,Melissa Hall,Da Vinci Code,1545,1215
5154,Lauren Holland,Mask of Deception,1870,4753
5155,Laura Hernandez,Knight's Code,1785,2722
5156,Kevin Ellis,Midnight Carnival,1750,3769
5157,Richard Garcia,Shadow of the Moon,1672,3573
5158,William Doyle,Lost City of Atlantis,1814,4936
5159,Lisa Rios,Lost City of Atlantis,1803,167
5160,Richard Freeman,Secret Society,1579,2805
5161,Michelle Johnson,Book of Miracles,1691,4309
5162,Anthony Lee,Midnight Serenade,2013,3864
5163,Lydia Martinez,Lovely Bones,1635,873
5164,James Hill,White Queen,1833,2081
5165,Leah Manning,Shades of Grey,1537,2308
5166,Derrick Brady,Kite Runner,1872,3808
5167,Victoria Brown,Midnight Carnival,1765,2178
5168,Ashley Doyle,Dragon's Eye,1918,451
5169,Ernest Torres,Song of Ice and Fire,1648,1824
5170,Frances Rose,Emerald Isle,1923,3443
5171,Helen Hernandez,Dragon's Eye,1845,506
5172,Robert Evans,Phantom of the Opera,1897,2862
5173,Timothy Griffin,Witching Hour,1706,2170
5174,Randy Parker,Beneath the Silver Moon,1880,3256
5175,Lauren Holland,In the Arms of the Sea,1988,1498
5176,Barbara Farmer,Tears of a Clown,1935,4921
5177,Hazel Greer,Mirror of Truth,1556,1520
5178,Patrick Hall,Pirate's Treasure,1809,3463
5179,Deanna Owens,Alchemist,1541,2483
5180,Michael Smith,Cursed Castle,1874,2607
5181,Ella Harrison,Da Vinci Code,1862,3745
5182,John Ryan,Forgotten Realm,1580,902
5183,Nancy Horton,Secret Society,1885,1068
5184,Randy Parker,Hunger Games,1581,2566
5185,Patrick Hall,Dark Tower,1829,4966
5186,Judy Rose,Blood of Our Fathers,1764,4815
5187,Robert Evans,Ruby Red Door,1654,1145
5188,Tyrone Evans,Knight's Code,1598,2163
5189,Mary Abbott,Mirror of Truth,1777,1850
5190,Melissa Hall,Shadow of the Moon,1902,3118
5191,Leonard Stevenson,Secret Key,1896,4657
5192,Emily Moore,Sands of Time,1864,3375
5193,Bernard Brown,Dark Tower,1538,2752
5194,Richard Garcia,Glass Castle,1544,3935
5195,Gary Johnson,Help,1764,3772
5196,Anthony Davis,Dragon's Lair,1902,1066
5197,Albert Mills,Lord of the Rings,1771,1992
5198,Carol Sullivan,Witch of Blackbird Pond,1938,4863
5199,Thomas Cain,Help,1829,128
5200,Beatrice Ortiz,Secret Life of Bees,1610,4920
5201,Kenneth May,Lovely Bones,1792,1614
5202,Rita Powell,Whispering Wind,1830,2412
5203,Patricia Meyer,Crystal Caves,1606,801
5204,Maria Webb,Glass Castle,1521,3525
5205,Teresa Ray,Song of Ice and Fire,1516,3333
5206,Paul White,Night Circus,1925,4383
5207,Rosemary Wright,Mists of Avalon,1670,723
5208,Delores Brown,Dragon's Roar,1504,670
5209,Anthony Davis,Secret Life of Bees,1855,158
5210,James Ross,Silence of the Lambs,2020,3289
5211,Carol Sullivan,River of Dreams,1886,3846
5212,Linda Ward,Art of Deception,1991,1667
5213,Timothy Griffin,Witching Hour,1741,3584
5214,Diane Robbins,Enigma of Love,1569,3831
5215,Lisa Rios,Shac,1528,2012
5216,Patricia Meyer,Lighthouse Keeper,1909,3154
5217,Helen Hernandez,Dark Tower,1562,1146
5218,Thomas Simmons,Enchanted Princess,1633,3163
5219,Christine Miles,Clockwork Angel,1658,492
5220,Patricia Meyer,Great Gatsby,2002,1746
5221,Diane Robbins,Cursed Castle,1824,1757
5222,Anthony Davis,Secrets We Keep,1829,3581
5223,Howard Jenkins,Black Cat,1670,965
5224,Bernard Brown,Crystal Caves,1641,898
5225,Carol Sullivan,Pirate's Treasure,1968,1455
5226,Maria Webb,Heart of the Forest,1960,387
5227,Victoria Brown,Kite Runner,1913,4357
5228,Wendy Walton,Glass Castle,1758,385
5229,Timothy Griffin,Witch of Blackbird Pond,1915,3646
5230,Tracey Walker,Dragon's Lair,1612,3093
5231,Frances Rose,Wonders of the World,1565,3310
5232,Hazel Greer,Last Train Home,1637,3741
5233,Thomas Simmons,Tears of a Clown,1617,899
5234,Victor Davis,Midnight Garden,1735,4218
5235,Bernard Brown,Shadows of the Night,1632,1709
5236,Thomas Cain,Crown of Thorns,1520,2662
5237,Michael Martinez,Tears of a Clown,1569,340
5238,Patrick Hall,Heart of the Forest,1577,4980
5239,Virginia Jackson,Song of Achilles,1698,2977
5240,Bernard Brown,Girl with the Sapphire Eyes,1659,608
5241,Robert Barrett,Emerald City,1788,3825
5242,Beatrice Ortiz,Shadow of the Moon,1790,408
5243,Robert Evans,Lost Kingdom,1829,4778
5244,Jacqueline Brown,Catcher in the Rye,1569,1212
5245,Megan Knight,Time Traveler's Wife,1830,3219
5246,Patricia Meyer,Emerald City,1758,1372
5247,Sherry Bennett,Girl on the Train,1915,4219
5248,Alberto Brown,Heart of the Forest,1737,950
5249,Rosemary Wright,Catcher in the Rye,1842,4819
5250,Michelle Wis,Lighthouse Keeper,1553,737
5251,Carol Sullivan,Silent Forest,1644,2888
5252,Virginia Jackson,Lighthouse Keeper,2000,678
5253,Mary Graham,Echoes of the Past,1640,4037
5254,Edward May,Queen's Necklace,1526,2951
5255,Jeffrey Williams,Valley of Dreams,1587,4089
5256,Eva Wright,Mirror of Truth,1565,967
5257,Leonard Stevenson,Fault in Our Stars,1969,2682
5258,Jeffrey Williams,Last Train Home,1631,4936
5259,Juan Thompson,Heart of the Forest,1686,2267
5260,Carole Kelly,Emerald Isle,1993,2571
5261,Rosemary Lucas,Kite Runner,1703,4162
5262,Ella Harrison,Great Gatsby,1989,1872
5263,Leonard Stevenson,Witching Hour,1732,879
5264,Robert Evans,Emerald Isle,1616,1658
5265,Lydia Martinez,Clockwork Angel,1993,1430
5266,Patricia Meyer,Book Thief,1975,3179
5267,Rita Powell,Secrets We Keep,1641,3747
5268,Jessie Bowman,Lord of the Rings,2021,3144
5269,Emily Moore,Rising Sun,1957,2342
5270,Thomas Simmons,Golden Compass,1883,3629
5271,Carol Sullivan,Silent Forest,1792,1785
5272,Eric Davis,Night Circus,1755,148
5273,Michael Patterson,Silence of the Lambs,1811,636
5274,Sherry Bennett,Golden Child,1812,1377
5275,Wendy Walton,Crown of Thorns,1550,4313
5276,William Doyle,Valley of Dreams,1876,2427
5277,Laura Hernandez,Silver Lining,1886,1549
5278,Frances Rose,Witching Hour,1807,3890
5279,Alberto Brown,Road,1971,2098
5280,James Hill,White Queen,1709,3724
5281,Lauren Holland,Maze Runner,1961,2368
5282,Jeffrey Bowers,Girl on the Train,1699,4305
5283,Delores Brown,Twist of Fate,1773,4916
5284,Delores Brown,Midnight Garden,1558,2766
5285,Ted Smith,Secret Society,1771,1550
5286,Tyrone Evans,Beyond the Horizon,1696,2904
5287,Beatrice Ortiz,Song of Achilles,1677,3077
5288,Carole Kelly,Dragon's Lair,1875,4793
5289,Wilma Jackson,Fire Within,1941,2556
5290,Paul Graham,Last Voyage,1933,2411
5291,Nancy Horton,Girl with the Dragon Tattoo,1655,976
5292,Timothy Griffin,Pirate's Treasure,1666,2703
5293,Carole Kelly,Wonders of the World,1569,4343
5294,Timothy Griffin,Enchanted Princess,1600,3388
5295,Randy Parker,Mask of Deception,1921,3844
5296,Kelly Franklin,Silence of the Lambs,1637,644
5297,Patricia Simpson,Great Gatsby,1746,405
5298,Delores Brown,Glass Castle,1740,622
5299,Charles Johnson,Kite Runner,1911,3226
5300,Christine Miles,Beneath the Silver Moon,1652,2220
5301,Gary Johnson,River of Dreams,1516,2706
5302,Lauren Holland,Dance with Destiny,1581,4106
5303,Thomas Simmons,Queen's Necklace,1551,4130
5304,John Thomas,Midnight Carnival,1684,532
5305,Helen Hernandez,Fault in Our Stars,1853,2195
5306,Lauren Holland,Great Gatsby,2004,1754
5307,Nancy Horton,Echoes of the Past,1776,4379
5308,Janet Baldwin,Dance with Destiny,1965,1021
5309,Wilma Jackson,Valley of Dreams,1693,2687
5310,Carole Kelly,Twist of Fate,1605,1570
5311,Jeffrey Williams,Midnight Serenade,1719,1050
5312,Victoria Brown,Crown of Thorns,1582,2535
5313,Emily Moore,Mists of Avalon,1774,3568
5314,Kevin Ellis,Dance with Destiny,1661,3078
5315,Kenneth May,River of Dreams,1887,4505
5316,Eric Davis,Witching Hour,1931,983
5317,Mary Graham,Glass Castle,1817,3774
5318,Anthony Davis,Help,1624,973
5319,Daniel Craig,Help,1802,3082
5320,Rita Powell,Silent Forest,1911,2926
5321,Leah Manning,Song of Achilles,1753,3943
5322,Rosemary Lucas,Mirror of Truth,1771,4798
5323,John Ryan,Alchemist,1798,1590
5324,Randy Parker,White Queen,1806,1931
5325,Gary Johnson,Last Voyage,1500,1989
5326,Timothy Griffin,Dragon's Roar,1644,2184
5327,Bernard Brown,Mask of Deception,1681,3864
5328,Jeffrey Bowers,Dark Tower,1704,4604
5329,Jeffrey Williams,Fire Within,1566,658
5330,Michelle Johnson,Great Gatsby,1533,4933
5331,Michael Smith,Great Gatsby,2021,2110
5332,Frances Rose,Sands of Time,1726,1935
5333,Eric Davis,Cursed Castle,1802,2571
5334,Kelly Franklin,Blood of Our Fathers,2008,2403
5335,Gregory Gibbs,Island of Secrets,1658,3098
5336,Maria Webb,Shac,1637,536
5337,Michael Patterson,Night Circus,1774,3985
5338,Sherry Bennett,Blood of Our Fathers,1722,1908
5339,Robert Evans,Curse of the Pharaohs,1663,3942
5340,Dana Huff,Edge of Tomorrow,1918,637
5341,Howard Jenkins,Secret Garden,1754,1656
5342,Lauren Holland,Midnight Carnival,1529,3417
5343,Tracey Walker,Silver Lining,1659,2053
5344,Helen Hernandez,Enigma of Love,1797,4636
5345,Ted Smith,Twist of Fate,1546,4940
5346,Victoria Brown,Song of Ice and Fire,1911,1555
5347,Richard Garcia,Lighthouse Keeper,1837,3573
5348,Nancy Horton,Time Traveler's Wife,1558,2757
5349,Thomas Cain,Silence of the Lambs,1985,941
5350,Mary Graham,Lord of the Rings,1700,963
5351,Leonard Stevenson,Curse of the Pharaohs,1794,1522
5352,Ernest Torres,Heart of the Forest,1752,2091
5353,Michelle Wis,Knight's Code,1953,1325
5354,Evelyn Smith,Dragon's Lair,1839,145
5355,Gregory Gibbs,Fault in Our Stars,1872,3798
5356,Tyrone Evans,Fault in Our Stars,1927,2786
5357,Helen Hernandez,Lost Kingdom,1756,1455
5358,Ella Harrison,In the Arms of the Sea,1963,2572
5359,Anthony Lee,Great Gatsby,1990,4164
5360,Jessie Bowman,Lost City of Atlantis,1967,818
5361,Daniel Craig,Book of Miracles,1649,3111
5362,Rita Powell,Edge of Tomorrow,1800,4008
5363,Lydia Martinez,Secret Society,1674,1496
5364,Rosemary Wright,Sands of Time,1559,3047
5365,Wendy Walton,Emerald City,1567,2591
5366,Mary Graham,Secrets We Keep,1769,4779
5367,Rosemary Lucas,Beyond the Horizon,1570,2653
5368,Evelyn Smith,Shadow of the Moon,1975,827
5369,Teresa Ray,Silent Forest,1784,532
5370,Connie Howell,Art of Deception,1887,2468
5371,Mary Abbott,Mirror of Truth,1635,1876
5372,Timothy Griffin,Wonders of the World,1751,1269
